pincode,district,latitude,longitude
144105,HOSHIARPUR,31.25,75.56
144106,JALANDHAR,31.4736,75.7577
144201,JALANDHAR,31.3262,75.5796
144202,HOSHIARPUR,31.12,74.63
144204,HOSHIARPUR,30.85,75.63
144205,HOSHIARPUR,31.815271,75.655368
144206,HOSHIARPUR,31.56,75.46
144207,HOSHIARPUR,31.81,75.65
144208,HOSHIARPUR,31.84,75.84
144209,HOSHIARPUR,30.23,74.12
144210,HOSHIARPUR,29.55,75.02
144211,HOSHIARPUR,31.5143178,75.911483
144212,HOSHIARPUR,31.67,75.66
144213,HOSHIARPUR,31.8,75.81
144214,HOSHIARPUR,30.84,75.12
144216,HOSHIARPUR,31.948918,75.860615
144221,HOSHIARPUR,31.82,75.64
144222,HOSHIARPUR,31.25,75.45
144223,HOSHIARPUR,31.46,74.13
144224,HOSHIARPUR,31.56,72.64
144301,JALANDHAR,31.4345,75.6499
144302,JALANDHAR,30.9987,75.1652
144303,JALANDHAR,31.4228,75.6508
144305,HOSHIARPUR,31.15,75.48
144306,HOSHIARPUR,31.95,75.65
144311,JALANDHAR,31.8770678,75.4137009
144401,KAPURTHALA,31.2486,75.80989
144402,KAPURTHALA,31.224,75.7708
144403,KAPURTHALA,31.29515,75.73451
144404,HOSHIARPUR,31.81726,75.657304
144405,KAPURTHALA,31.3093785,75.8143065
144406,HOSHIARPUR,30.45,75.42
144407,KAPURTHALA,31.34097,75.79195
144408,KAPURTHALA,31.3488818,75.8688551
144409,JALANDHAR,31.0936,75.7782
144410,JALANDHAR,31.02039,75.754592
144411,KAPURTHALA,31.2396,75.71091
144415,SHAHID BHAGAT SINGH NAGAR,31.24969347,75.53627701
144416,JALANDHAR,31.0828,75.874
144417,SHAHID BHAGAT SINGH NAGAR,31.0684,76.0024
144418,JALANDHAR,31.1788,75.6323
144419,JALANDHAR,31.0531,75.8628
144421,SHAHID BHAGAT SINGH NAGAR,31.1005,76.0377
144422,SHAHID BHAGAT SINGH NAGAR,31.0527,75.9633
144501,SHAHID BHAGAT SINGH NAGAR,31.1942,75.8491
144502,JALANDHAR,31.1617,75.8769
144503,SHAHID BHAGAT SINGH NAGAR,31.2222,75.8846
144504,SHAHID BHAGAT SINGH NAGAR,31.2724,75.8427
144505,SHAHID BHAGAT SINGH NAGAR,31.1297,75.8731
144506,SHAHID BHAGAT SINGH NAGAR,31.1869,75.9922
144507,SHAHID BHAGAT SINGH NAGAR,31.1186,75.9558
144508,SHAHID BHAGAT SINGH NAGAR,31.19011489,76.0491833
144509,SHAHID BHAGAT SINGH NAGAR,31.1544,75.9623
144510,SHAHID BHAGAT SINGH NAGAR,31.2144,76.0232
144511,SHAHID BHAGAT SINGH NAGAR,30.9755,76.0184
144512,SHAHID BHAGAT SINGH NAGAR,31.1634,76.0435
144513,SHAHID BHAGAT SINGH NAGAR,31.1343,76.046
144514,SHAHID BHAGAT SINGH NAGAR,31.0667,76.1667
144515,SHAHID BHAGAT SINGH NAGAR,31.0675,76.2035
144516,SHAHID BHAGAT SINGH NAGAR,31.104,76.1682
144517,SHAHID BHAGAT SINGH NAGAR,31.0528,76.1134
144518,SHAHID BHAGAT SINGH NAGAR,31.0484,76.0571
144519,HOSHIARPUR,31.04,75.41
144520,HOSHIARPUR,31.03,75.81
144521,SHAHID BHAGAT SINGH NAGAR,31.04,75.96
144522,SHAHID BHAGAT SINGH NAGAR,31.25,75.84
144523,HOSHIARPUR,31.21,75.84
144524,SHAHID BHAGAT SINGH NAGAR,30.94,75.56
144525,SHAHID BHAGAT SINGH NAGAR,31.42,75.04
144526,SHAHID BHAGAT SINGH NAGAR,31.45,75.84
144527,HOSHIARPUR,30.84,74.51
144528,HOSHIARPUR,31.56,75.12
144529,HOSHIARPUR,31.294914,76.073458
144530,HOSHIARPUR,31.65,75.84
144531,HOSHIARPUR,30.24,74.58
144532,HOSHIARPUR,31.46,75.64
144533,SHAHID BHAGAT SINGH NAGAR,,
144601,KAPURTHALA,31.3721893,75.3777881
144602,KAPURTHALA,31.34831,75.41814
144603,KAPURTHALA,31.358627,75.4435491
144606,KAPURTHALA,31.374929,75.384207
144620,KAPURTHALA,31.374927,75.384209
144621,KAPURTHALA,31.61279,75.52751
144622,KAPURTHALA,31.51654,75.51519
144623,JALANDHAR,31.374925,75.384211
144624,KAPURTHALA,31.5423307,75.5058251
144625,KAPURTHALA,31.0919218,75.5189232
144626,KAPURTHALA,31.2396,75.71091
144628,KAPURTHALA,31.374928,75.384208
144629,JALANDHAR,31.0444409,75.7127738
144630,JALANDHAR,31.374928,75.384208
144631,KAPURTHALA,31.609393,75.471193
144632,SHAHID BHAGAT SINGH NAGAR,31.18494,75.72812
144633,JALANDHAR,31.18494,75.72812
144701,JALANDHAR,31.7829367,75.9898471
144702,JALANDHAR,31.06579,75.24819
144703,JALANDHAR,31.8362,75.6474
144801,JALANDHAR,31.37493,75.384206
144802,KAPURTHALA,31.43295,75.24975
144803,JALANDHAR,31.4927899,75.4620901
144804,KAPURTHALA,31.4972492,75.3333884
144805,JALANDHAR,31.382075,75.384029
144806,JALANDHAR,31.3967,75.45946
144819,KAPURTHALA,31.5849331,75.4881959
145001,NAN,32.28,75.7
145002,GURDASPUR,32.409859,75.799058
145022,NAN,32.42,75.84
145023,NAN,32.35,75.7
145024,NAN,32.35,75.61
145025,NAN,32.25,75.52
145026,NAN,32.24,75.41
145027,NAN,32.32249,75.76902
145029,NAN,32.39,75.69
145101,NAN,32.13,75.64
146001,HOSHIARPUR,31.533758,75.898684
146021,HOSHIARPUR,31.25,75.41
146022,HOSHIARPUR,30.82,75.85
146023,HOSHIARPUR,31.24,75.91
146024,HOSHIARPUR,31.84,74.13
146101,HOSHIARPUR,31.56,75.42
146102,HOSHIARPUR,31.02,75.96
146103,HOSHIARPUR,31.21,75.45
146104,HOSHIARPUR,31.02,75.46
146105,HOSHIARPUR,31.45,75.414
146106,HOSHIARPUR,31.68,75.52
146107,HOSHIARPUR,31.84,75.84
146108,HOSHIARPUR,31.56,75.45
146109,HOSHIARPUR,31.24,75.96
146110,HOSHIARPUR,31.510808,75.978272
146111,HOSHIARPUR,31.58,75.45
146112,HOSHIARPUR,31.09,75.84
146113,HOSHIARPUR,31.94,75.79
146114,HOSHIARPUR,31.566037,75.751525
146115,HOSHIARPUR,31.557935,75.725509
146116,HOSHIARPUR,31.628549,75.709251
147001,PATIALA,31.3248611,76.3935278
147002,PATIALA,30.359985,76.453947
147003,PATIALA,30.3414444,76.4133889
147004,PATIALA,30.3588889,76.3919444
147005,PATIALA,30.339139,76.356081
147006,PATIALA,30.52,76.54
147007,PATIALA,30.29,76.32
147008,PATIALA,30.334492,76.385886
147021,PATIALA,30.39,76.47
147101,PATIALA,30.15,76.38
147102,PATIALA,24.36,88.05
147103,PATIALA,30.304376,76.454044
147104,PATIALA,30.53,76.3
147105,PATIALA,29.85,76.17
147111,PATIALA,30.17,76.48
147201,PATIALA,30.4,76.1
147202,PATIALA,30.52,76.24
147203,FATEHGARH SAHIB,30.57,76.18
147301,FATEHGARH SAHIB,30.63,76.28
148001,SANGRUR,30.2455278,75.8443056
148002,SANGRUR,30.209785,75.82289
148017,SANGRUR,26.344153,81.166481
148018,SANGRUR,30.371303,75.982607
148019,NAN,30.613364,75.875181
148020,NAN,19.24033,73.130539
148021,NAN,30.669546,75.82289
148022,NAN,30.510269,76.053696
148023,NAN,28.633183,70.657369
148024,SANGRUR,29.406232,76.046444
148025,BARNALA,40.715326,74.01027
148026,SANGRUR,30.232889,76.047894
148027,SANGRUR,22.833334,69.355478
148028,SANGRUR,30.1296944,75.7973889
148029,SANGRUR,30.131501,75.651357
148030,SANGRUR,30.001533,75.883894
148031,SANGRUR,29.907152,75.875181
148033,SANGRUR,29.841988,75.849038
148034,SANGRUR,30.314739,75.819376
148035,SANGRUR,24.196876,91.833053
148100,BARNALA,22.963283,75.20227
148101,BARNALA,30.3745833,75.5500556
148102,BARNALA,25.150211,75.842496
148103,BARNALA,30.4215361,75.3804916
148104,BARNALA,30.505022,75.485447
148105,BARNALA,24.579886,73.68042
148106,SANGRUR,12.5454,13.5454
148107,BARNALA,30.25662,75.482535
148108,BARNALA,30.258861,75.377652
148109,BARNALA,29.632607,76.03774
151001,BATHINDA,30.204677,74.949001
151002,BATHINDA,30.21,74.9329
151003,BATHINDA,30.25608,74.94534
151004,BATHINDA,30.21006,74.98192
151005,BATHINDA,30.2206,74.8522
151006,BATHINDA,30.20509,74.94862
151007,BATHINDA,30.25035543,74.75686819
151101,BATHINDA,30.1087,75.091
151102,BATHINDA,30.2947,75.0823
151103,BATHINDA,30.2661,75.2534
151104,BATHINDA,30.3181,75.2357
151105,BATHINDA,30.31511,75.19169
151106,BATHINDA,30.4159,75.2726
151108,BATHINDA,30.3181,75.2357
151111,BATHINDA,30.2592,75.202
151201,BATHINDA,30.211,74.9454
151202,FARIDKOT,30.4508351,74.8828694
151203,FARIDKOT,30.683489,74.760401
151204,FARIDKOT,30.54205,74.78335
151205,FARIDKOT,30.43677,74.99656
151206,BATHINDA,25.1882,74.6269
151207,FARIDKOT,30.64405,74.90892
151208,MOGA,30.131256,74.7095492
151209,FARIDKOT,30.6185,74.7489
151210,MUKTSAR,30.1891869,74.505302
151211,MUKTSAR,30.060957,74.612823
151212,FARIDKOT,30.708509,74.586133
151213,FARIDKOT,30.6455,74.7365
151214,FARIDKOT,30.735362,74.731423
151301,BATHINDA,30.0119,74.972
151302,BATHINDA,29.8487,75.1239
151401,BATHINDA,30.0527,74.8142
151501,MANSA,30.1311,74.9865
151502,MANSA,29.9325,75.5146
151503,MANSA,29.8295,75.4148
151504,MANSA,30.118,75.6292
151505,MANSA,29.8602,75.393
151506,MANSA,30.14015,74.9395
151507,MANSA,29.6466,75.2691
151508,MANSA,30.0206,75.3427
151509,BATHINDA,30.0316,75.2401
151510,BATHINDA,30.14507,75.42302
151511,BATHINDA,30.2121,75.1171
152001,FIROZPUR,30.927546,74.610497
152002,FIROZPUR,31.00523,74.59755
152003,FIROZPUR,30.99155,74.6133
152004,FIROZPUR,29.97117,74.57624
152005,FIROZPUR,30.7499537,75.4126063
152020,NAN,30.4,74.02
152021,FIROZPUR,30.82655,74.5765
152022,FIROZPUR,30.6863,74.38541
152023,FIROZPUR,30.84315,74.39662
152024,NAN,30.56734,74.24597
152025,MUKTSAR,30.47753,74.73175
152026,MUKTSAR,30.468447,74.517471
152028,MOGA,30.893749,75.126809
152031,MUKTSAR,30.4053713,74.7328223
152032,MUKTSAR,30.3558497,74.3396085
152033,NAN,30.97996,74.6816
152101,MUKTSAR,30.0944111,74.6076333
152107,MUKTSAR,30.23285,74.45763
152112,MUKTSAR,30.4853,74.08622
152113,MUKTSAR,30.0579247,73.8610071
152114,MUKTSAR,30.0665,74.47692
152115,MUKTSAR,30.7444,74.67895
152116,NAN,30.12,74.16
152117,NAN,30.1576,74.33157
152118,NAN,30.15515,74.2034
152121,NAN,30.32155,74.05224
152122,NAN,30.403733,74.025531
152123,NAN,30.37395,74.03525
152124,NAN,30.54705,74.596
152128,NAN,30.1417,74.01125
152132,NAN,30.04488,73.98143
160001,CHANDIGARH,25.7,94.1
160002,CHANDIGARH,30.6903611,76.7942222
160003,NAN,,
160004,CHANDIGARH,30.6473056,76.7890278
160006,CHANDIGARH,30.742,76.7834
160009,CHANDIGARH,30.7406944,76.79725
160011,CHANDIGARH,30.7535278,76.7876111
160012,CHANDIGARH,30.7420833,76.7833611
160014,CHANDIGARH,30.692051,76.69841
160015,CHANDIGARH,30.7472778,76.7753611
160017,CHANDIGARH,30.7423305,76.7833278
160018,CHANDIGARH,30.7354722,76.7874444
160019,CHANDIGARH,30.72267,76.79825
160020,CHANDIGARH,30.7420833,76.7833611
160022,CHANDIGARH,30.7336667,76.7725278
160023,CHANDIGARH,30.7396389,76.7670278
160025,CHANDIGARH,30.7529722,75.7185
160030,CHANDIGARH,30.72589,76.75787
160036,CHANDIGARH,30.7044722,76.7264167
160043,CHANDIGARH,30.720284,76.743564
160047,CHANDIGARH,30.7141944,75.9453611
160055,DADRA & NAGAR HAVELI,30.73256,76.72081
160059,DADRA & NAGAR HAVELI,30.73455,76.78615
160062,DADRA & NAGAR HAVELI,30.6833611,76.7356111
160071,DADRA & NAGAR HAVELI,30.9666111,73.53025
160101,CHANDIGARH,30.692051,76.69841
160102,CHANDIGARH,30.6922778,76.8096111
160103,DADRA & NAGAR HAVELI,30.692051,76.69841
160104,DADRA & NAGAR HAVELI,30.692051,76.69841
171001,SHIMLA,31.1019444,77.1775556
171002,SHIMLA,31.0891389,77.1694167
171003,SHIMLA,30.913,77.49
171004,SHIMLA,31.263,77.4096
171005,SHIMLA,31.40487,77.601913
171006,SHIMLA,31.222,77.325
171007,SHIMLA,31.21045,77.40603
171008,SHIMLA,31.101,77.1301
171009,SHIMLA,31.078,77.181
171010,SHIMLA,31.0689,77.1341
171011,SHIMLA,31.216,77.189
171012,SHIMLA,31.2102,77.12002
171013,SHIMLA,31.11765,77.45277
171014,SHIMLA,31.1385,77.0838
171015,SHIMLA,31.1669,77.1746
171018,SHIMLA,31.025,77.129
171019,SHIMLA,31.013,77.119
171102,SOLAN,30.904486,77.096736
171103,SHIMLA,31.2103,77.40603
171201,SHIMLA,31.412,77.316
171202,SHIMLA,31.2552785,77.1746452
171203,SHIMLA,31.289,77.4021
171204,SHIMLA,31.2102,77.1293
171205,SHIMLA,31.02545,77.12941
171206,SHIMLA,31.5102,77.729
171207,SHIMLA,31.203,77.57
171208,SHIMLA,31.0259,77.12933
171209,SHIMLA,31.21333,77.129056
171210,SHIMLA,31.658,77.665
171211,SHIMLA,30.313,77.40666
171212,SHIMLA,31.2,77.42
171213,SHIMLA,31.221,77.239
171214,SHIMLA,31.21235,77.199
171215,SHIMLA,31.1088795,77.6664896
171216,SHIMLA,31.21002,77.406963
171217,SHIMLA,30.9169,77.409676
171218,SHIMLA,31.0238333,77.1908333
171219,SHIMLA,31.0415556,77.1260833
171220,SHIMLA,31.273,77.19
171221,SHIMLA,31.2102,77.4006
171222,SHIMLA,31.121,77.352
171223,SHIMLA,31.2086944,77.7001111
171224,SHIMLA,31.2825556,77.6997778
171225,SHIMLA,31.0323,77.4069
171226,SHIMLA,31.263,77.606
171301,SHIMLA,31.241,77.1212
172001,SHIMLA,31.47335,77.75305
172002,KULLU,31.58187,77.68903
172021,SHIMLA,31.3092957,77.5834259
172022,SHIMLA,31.4149,77.63435
172023,KULLU,31.43854,77.65208
172024,SHIMLA,31.3182779,77.4458081
172025,KULLU,31.16755,77.531
172026,KULLU,31.4284,77.69485
172027,SHIMLA,31.344097,77.374162
172028,SHIMLA,31.340239,77.541068
172029,SHIMLA,31.3182769,77.4458091
172030,SHIMLA,31.43165,78.18115
172031,SHIMLA,31.3182769,77.4458091
172032,KULLU,31.4581,77.64389
172033,KULLU,31.34745,77.642
172034,SHIMLA,31.525967,77.794176
172101,SHIMLA,31.4991422,77.799709
172102,SHIMLA,31.5048,77.80724
172103,KINNAUR,31.555017,77.975402
172104,KINNAUR,31.5581487,77.9467301
172105,KINNAUR,31.5131,78.2236
172106,KINNAUR,31.29055,78.60546
172107,KINNAUR,31.536488,78.2568173
172108,KINNAUR,31.6525,78.24485
172109,KINNAUR,31.6008056,78.4496108
172110,KINNAUR,31.702,78.53625
172111,KINNAUR,31.7441619,78.6310008
172112,KINNAUR,31.886353,78.596723
172113,LAHUL & SPITI,32.619211,77.378379
172114,LAHUL & SPITI,32.619211,77.378379
172115,KINNAUR,31.5581455,77.9467331
172116,KINNAUR,31.58055,78.351
172117,LAHUL & SPITI,32.619211,77.378379
172118,KINNAUR,31.69815,78.06965
172201,SHIMLA,32.04602,78.16141
173001,SIRMAUR,30.6356345,77.2606305
173021,SIRMAUR,30.4843359,77.5074774
173022,SIRMAUR,30.5865475,77.4085149
173023,SIRMAUR,30.6957312,77.4257319
173024,SIRMAUR,30.849989,77.299414
173025,SIRMAUR,30.445283,77.6020569
173026,SIRMAUR,30.6166944,77.1834722
173027,SIRMAUR,30.849989,77.299414
173029,SIRMAUR,30.6748131,77.7065754
173030,SIRMAUR,30.849989,77.299414
173031,SIRMAUR,30.849989,77.299414
173032,SIRMAUR,30.849989,77.299414
173033,SIRMAUR,,
173101,SIRMAUR,30.7553029,77.2960255
173104,SIRMAUR,30.6957312,77.4257319
173201,SOLAN,30.901701,76.980742
173202,SOLAN,30.90195,76.993977
173204,SOLAN,30.9015,76.9645277
173205,SOLAN,30.904486,77.096736
173206,SOLAN,30.904486,77.096736
173207,SOLAN,30.9044857,77.0967357
173208,SOLAN,30.904486,77.096736
173209,SOLAN,30.904486,77.096736
173210,SOLAN,30.878024,77.05822
173211,SOLAN,30.9410762,77.0651701
173212,SOLAN,30.904486,77.096736
173213,SOLAN,30.9833,77.093139
173214,SOLAN,30.904486,77.096736
173215,SOLAN,30.904486,77.096736
173217,SHIMLA,30.9534,77.2115
173218,SOLAN,77.096736,77.096736
173220,SOLAN,30.904486,77.096736
173221,SOLAN,30.904486,77.096736
173222,SOLAN,31.0546944,77.0245833
173223,SIRMAUR,30.7204985,77.1875002
173225,SOLAN,30.904486,77.096736
173229,SOLAN,30.904486,77.096736
173230,SOLAN,30.8591111,77.1685833
173233,SOLAN,30.904486,77.096736
173234,SOLAN,31.0224551,77.1028498
173235,SOLAN,30.904486,77.096736
173236,SOLAN,30.9731,76.9672
173237,SOLAN,31.1347,76.6658
174001,BILASPUR,31.267,76.8118
174002,BILASPUR,30.9613,76.8607
174003,BILASPUR,31.4807,76.7653
174004,BILASPUR,31.4167,76.7486
174005,BILASPUR,31.312751,76.763658
174011,BILASPUR,31.5114,76.7294
174012,BILASPUR,31.3931,76.8403
174013,BILASPUR,31.5656,76.4725
174015,BILASPUR,31.226,76.6123
174017,BILASPUR,31.3128056,76.6443
174021,BILASPUR,31.4472,76.7264
174023,BILASPUR,31.5192,76.6318
174024,BILASPUR,31.37655,76.7207
174026,BILASPUR,31.4921,76.7069
174027,BILASPUR,31.3879,76.8302
174028,BILASPUR,31.5774,76.665
174029,BILASPUR,31.4054,76.665
174030,BILASPUR,31.4232,76.5531
174031,BILASPUR,31.362,76.6239
174032,BILASPUR,31.2561,76.8331
174033,BILASPUR,31.310203,76.815685
174034,BILASPUR,31.3355,76.6755
174035,BILASPUR,31.3156,76.5965
174036,BILASPUR,31.3855,76.8749
174101,SOLAN,,
174102,SOLAN,30.904486,77.096736
174103,SOLAN,30.906021,76.845049
174201,BILASPUR,31.4111,76.4334
174301,UNA,31.3704585,76.3274156
174302,UNA,31.543333,76.232004
174303,UNA,31.495673,76.24153
174304,HAMIRPUR,31.7636,76.4244
174305,HAMIRPUR,31.4712,76.5048
174306,UNA,31.4437,76.331423
174307,UNA,31.644479,76.336866
174308,UNA,31.5693274,76.3929247
174309,HAMIRPUR,31.51479,76.509024
174310,BILASPUR,31.3047,76.5863
174311,HAMIRPUR,31.6079,76.5074
174312,HAMIRPUR,31.5243,76.4564
174314,UNA,31.6074167,76.2011111
174315,UNA,31.4186738,76.3534932
174316,UNA,31.593053,76.190147
174317,UNA,31.4778889,76.1735
174319,UNA,31.7829338,75.9707456
174320,UNA,31.6511667,76.2725556
174321,UNA,31.561507,76.302696
174405,HAMIRPUR,31.6861,76.5213
174503,UNA,31.379343,76.190067
174505,HAMIRPUR,31.6279444,76.5096944
174507,UNA,31.3492,76.2682
175001,MANDI,31.65,77
175002,MANDI,31.53,76.88
175003,MANDI,31.7078771,76.935903
175004,MANDI,31.708256,76.931376
175005,MANDI,31.7973611,77.0181111
175006,MANDI,31.708256,76.931376
175007,MANDI,31.708256,76.931376
175008,MANDI,31.6233,76.8833
175009,MANDI,31.708256,76.931376
175010,MANDI,31.708256,76.931376
175011,MANDI,31.34,77.24
175012,MANDI,31.89,76.88
175013,MANDI,31.708256,76.931376
175014,MANDI,31.708256,76.931376
175015,MANDI,31.708256,76.931376
175016,MANDI,31.9912388,76.7899135
175017,MANDI,31.4180556,76.8633333
175018,MANDI,31.708256,76.931376
175019,MANDI,31.57,76.91
175020,MANDI,31.96385,76.852277
175021,MANDI,31.708256,76.931376
175022,MANDI,31.386912,77.243809
175023,MANDI,31.64,76.85
175024,MANDI,31.76,76.75
175025,MANDI,31.79,76.73
175026,MANDI,31.75,76.67
175027,MANDI,31.54,76.97
175028,MANDI,31.55,77.02
175029,MANDI,31.59,77.08
175030,MANDI,31.42,76.82
175031,MANDI,31.46,77.02
175032,MANDI,31.708256,76.931376
175033,MANDI,31.708256,76.931376
175034,MANDI,31.52,76.76
175035,MANDI,31.62,77.18
175036,MANDI,31.708256,76.931376
175037,MANDI,31.711,76.691
175038,MANDI,31.03,77.37
175039,MANDI,31.5183333,77.0752778
175040,MANDI,31.708256,76.931376
175042,MANDI,31.69,76.7
175045,MANDI,31.566665,76.999593
175046,MANDI,31.37,77.14
175047,MANDI,31.46,77.29
175048,MANDI,31.708256,76
175049,MANDI,31.708256,76.931376
175050,MANDI,31.8225833,76.7037222
175051,MANDI,31.8656389,76.71275
175052,MANDI,31.7490833,76.8944167
175075,MANDI,31.77001,76.98001
175101,KULLU,31.95,77.12
175102,KULLU,31.94,77.04
175103,KULLU,32.26,77.18
175104,KULLU,32.070737,77.137599
175105,KULLU,32,77.24
175106,KULLU,31.71,77.27
175121,MANDI,31.708256,76.931376
175123,KULLU,31.675313,77.409057
175124,MANDI,31.71,77.12
175125,KULLU,31.87,77.14
175126,KULLU,31.88,77.08
175128,KULLU,32.03,77.12
175129,KULLU,32.13,77.14
175130,KULLU,32.1127222,77.1649444
175131,KULLU,32.18,77.18
175132,LAHUL & SPITI,32.6387,77.1854
175133,LAHUL & SPITI,32.602399,76.937662
175134,KULLU,31.74,77.35
175136,KULLU,32.148556,77.173366
175138,KULLU,31.99,77.13
175139,LAHUL & SPITI,32.6489,76.8201
175140,LAHUL & SPITI,32.5132778,77.0138056
175141,KULLU,31.85,77.2
175142,LAHUL & SPITI,32.75,76.71
175143,KULLU,32.17,77.19
176001,KANGRA,31.119522,76.266015
176002,KANGRA,32.100477,76.307544
176021,KANGRA,31.413068,76.081629
176022,KANGRA,32.183833,76.049344
176023,KANGRA,32.105855,76.036291
176025,KANGRA,32.041947,75.963623
176026,KANGRA,32.073074,76.137496
176027,KANGRA,32.076509,76.084219
176028,KANGRA,31.982123,76.148207
176029,KANGRA,32.016153,76.225461
176030,KANGRA,31.912124,76.313071
176031,KANGRA,32.472479,75.924549
176032,KANGRA,31.823231,76.394114
176033,KANGRA,32.000512,76.140693
176036,KANGRA,31.814087,76.303661
176037,KANGRA,32.028185,76.296936
176038,KANGRA,31.786315,76.000162
176039,HAMIRPUR,31.4336,76.5731
176040,HAMIRPUR,31.6861,76.5213
176041,HAMIRPUR,31.6861,76.5213
176042,HAMIRPUR,31.5652,76.5941
176043,HAMIRPUR,31.5966,76.6217
176044,HAMIRPUR,31.5951,76.6607
176045,HAMIRPUR,31.6439,76.6253
176047,KANGRA,32.099803,76.269101
176048,HAMIRPUR,31.6219,76.7091
176049,HAMIRPUR,31.50004,76.307
176051,KANGRA,32.099803,76.269101
176052,KANGRA,32.146369,76.419067
176053,KANGRA,32.117154,75.895393
176054,KANGRA,31.99,76.31
176055,KANGRA,31.0512513,76.654266
176056,KANGRA,32.165372,75.910031
176057,KANGRA,,
176058,KANGRA,31.9866944,75.8574444
176059,KANGRA,,
176060,KANGRA,,
176061,KANGRA,32.1072778,76.5320556
176062,KANGRA,32.1031389,76.5510278
176063,KANGRA,32.197161,76.370964
176064,KANGRA,,
176065,KANGRA,,
176066,KANGRA,31.829682,76.277577
176067,KANGRA,32.082572,76.534372
176071,KANGRA,32.031452,76.54521
176073,KANGRA,31.8930556,76.4880556
176075,KANGRA,31.885368,76.471263
176076,KANGRA,31.962302,76.622498
176077,KANGRA,32.042786,76.726041
176081,KANGRA,32.063764,76.616775
176082,KANGRA,31.864358,76.515583
176083,KANGRA,32.010883,76.465635
176084,KANGRA,32.151347,76.590722
176085,KANGRA,32.081154,76.501851
176086,KANGRA,31.938626,76.530043
176087,KANGRA,32.008728,76.523232
176088,KANGRA,31.927928,76.646191
176089,KANGRA,31.914813,76.67484
176090,MANDI,31.82,76.64
176091,KANGRA,31.891926,76.619908
176092,KANGRA,31.992954,76.485679
176093,KANGRA,31.987112,76.485615
176094,KANGRA,31.948621,76.547378
176095,KANGRA,31.931197,76.590039
176096,KANGRA,31.892509,76.534077
176097,KANGRA,31.8941389,76.5126667
176098,KANGRA,31.8534722,76.4704444
176101,KANGRA,32.010615,76.449078
176102,KANGRA,32.070766,76.489564
176103,KANGRA,32.056871,76.574108
176107,KANGRA,31.917998,76.430141
176108,HAMIRPUR,31.814717,76.478456
176109,HAMIRPUR,31.8708,76.6307
176110,HAMIRPUR,31.8338,76.5054
176111,HAMIRPUR,31.7552,76.5611
176115,KANGRA,32.055536,76.631956
176125,KANGRA,32.057099,76.657593
176128,KANGRA,31.93776,76.689334
176200,KANGRA,32.318995,75.93101
176201,KANGRA,32.284129,75.891155
176202,KANGRA,32.300134,75.885346
176203,KANGRA,32.359244,75.948047
176204,KANGRA,32.233654,75.736938
176205,KANGRA,32.312854,76.034839
176206,KANGRA,32.21354,76.18267
176207,CHAMBA,32.301749,76.088212
176208,KANGRA,32.177824,76.220391
176209,KANGRA,32.142307,76.273133
176210,KANGRA,32.1510833,76.1002778
176211,KANGRA,32.374222,75.884083
176214,KANGRA,32.135822,76.237049
176215,KANGRA,,
176216,KANGRA,32.235441,76.324607
176217,KANGRA,32.242283,76.262395
176218,KANGRA,32.21275,76.36725
176225,KANGRA,32.232681,76.0734496
176301,CHAMBA,32.47716,75.93217
176302,CHAMBA,32.430272,76.01245
176303,CHAMBA,32.54963,75.94487
176304,CHAMBA,32.53917,75.97073
176305,CHAMBA,32.54439,75.96516
176306,CHAMBA,32.58542,75.95503
176307,CHAMBA,,
176308,CHAMBA,32.63378,76.00292
176309,CHAMBA,32.443697,76.489564
176310,CHAMBA,32.55565,76.12728
176311,CHAMBA,31.328177,76.789192
176312,CHAMBA,32.721636,76.0515201
176313,CHAMBA,32.47129,75.98943
176314,CHAMBA,32.553363,76.125808
176315,CHAMBA,32.442,76.53909
176316,CHAMBA,32.83633,76.14965
176317,CHAMBA,32.72039,76.0812
176318,CHAMBA,32.58158,76.1175
176319,CHAMBA,32.69083,76.06675
176320,CHAMBA,32.60661,75.91003
176321,CHAMBA,32.75735,76.17837
176323,CHAMBA,33.07117,76.40279
176324,CHAMBA,32.50861,76.46715
176325,CHAMBA,32.62643,75.926
176326,CHAMBA,32.319139,76.053696
176330,CHAMBA,32.721636,76.0515201
176401,KANGRA,32.075727,75.777737
176402,KANGRA,32.185105,75.705165
176403,KANGRA,32.223331,75.699349
176501,KANGRA,31.924416,75.927138
176502,KANGRA,31.953481,75.956484
176601,UNA,31.318507,76.210963
